,index,name,videoName,frameIndex,id,category,attributes.crowd,attributes.occluded,attributes.truncated,box2d.x1,box2d.x2,box2d.y1,box2d.y2,haveVideo
89,271785,0001542f-7c670be8-0000015.jpg,0001542f-7c670be8,14,72157.0,car,False,True,True,1122.8360405225128,1280.0,331.043019842997,426.6864867988332,True
90,271786,0001542f-7c670be8-0000015.jpg,0001542f-7c670be8,14,72152.0,car,False,True,False,961.9121119936456,1113.7271389076711,343.18822199611907,417.5775851839916,True
91,271787,0001542f-7c670be8-0000015.jpg,0001542f-7c670be8,14,72158.0,car,False,True,False,749.3710743140095,855.6415931538276,350.7789733418203,409.9868338382904,True
92,271788,0001542f-7c670be8-0000015.jpg,0001542f-7c670be8,14,72159.0,car,False,True,False,448.7773210242387,603.6286484765449,350.77897334182035,425.1683365296929,True
93,271789,0001542f-7c670be8-0000015.jpg,0001542f-7c670be8,14,72155.0,car,False,True,False,289.37154276451173,427.9435901521791,358.3697246875216,440.799936260059,True
94,271790,0001542f-7c670be8-0000015.jpg,0001542f-7c670be8,14,72156.0,car,False,True,False,231.68183253718195,295.4441438410728,360.8445542187874,416.05943491485135,True
95,271791,0001542f-7c670be8-0000015.jpg,0001542f-7c670be8,14,72154.0,car,False,True,False,199.80067688523656,246.86333522858453,349.26082307268007,426.6864867988332,True
96,271792,0001542f-7c670be8-0000016.jpg,0001542f-7c670be8,15,72150.0,car,False,False,True,0.0,122.37501315908348,306.9970520277269,523.8481040238096,True
97,271793,0001542f-7c670be8-0000016.jpg,0001542f-7c670be8,15,72157.0,car,False,True,True,1148.644595097897,1280.0,331.043019842997,426.6864867988332,True
98,271794,0001542f-7c670be8-0000016.jpg,0001542f-7c670be8,15,72152.0,car,False,True,False,990.7569671073104,1144.0901442904762,343.18822199611907,416.05943491485135,True
99,271795,0001542f-7c670be8-0000016.jpg,0001542f-7c670be8,15,72158.0,car,False,True,False,764.5525770054121,873.8593963835106,350.7789733418203,409.9868338382904,True
100,271796,0001542f-7c670be8-0000016.jpg,0001542f-7c670be8,15,72159.0,car,False,True,False,465.4769739847815,623.3646019753683,350.77897334182035,431.8253525615489,True
101,271797,0001542f-7c670be8-0000016.jpg,0001542f-7c670be8,15,72155.0,car,False,True,False,302.299418373038,446.7086287945184,360.0286829734683,441.6158075053781,True
102,271798,0001542f-7c670be8-0000016.jpg,0001542f-7c670be8,15,72156.0,car,False,True,False,246.82017369133936,312.0898733168672,364.9239104453829,421.2190263724007,True
103,271799,0001542f-7c670be8-0000016.jpg,0001542f-7c670be8,15,72154.0,car,False,True,False,114.7842618133822,255.9722368434261,349.26082307268007,426.6864867988332,True
104,271800,0001542f-7c670be8-0000017.jpg,0001542f-7c670be8,16,72150.0,car,False,False,True,0.0,26.534937455182856,343.7112580670863,497.0950521870768,True
105,271801,0001542f-7c670be8-0000017.jpg,0001542f-7c670be8,16,72157.0,car,False,True,True,1189.634652364684,1280.0,331.043019842997,426.6864867988332,True
106,271802,0001542f-7c670be8-0000017.jpg,0001542f-7c670be8,16,72152.0,car,False,True,False,1016.5655216826948,1177.489450211562,343.18822199611907,417.5775851839916,True
107,271803,0001542f-7c670be8-0000017.jpg,0001542f-7c670be8,16,72158.0,car,False,True,False,779.7340796968147,884.4864482674924,350.7789733418203,409.9868338382904,True
108,271804,0001542f-7c670be8-0000017.jpg,0001542f-7c670be8,16,72159.0,car,False,True,False,485.21292748360486,648.2288263883356,349.26082307268007,431.8253525615489,True
109,271805,0001542f-7c670be8-0000017.jpg,0001542f-7c670be8,16,72155.0,car,False,True,False,315.1800973398961,454.0514700023903,364.4423257640826,448.1427774679309,True
110,271806,0001542f-7c670be8-0000017.jpg,0001542f-7c670be8,16,72156.0,car,False,True,False,256.9017003102431,326.7366126906949,363.1513599379383,419.32291989612776,True
111,271807,0001542f-7c670be8-0000017.jpg,0001542f-7c670be8,16,72154.0,car,False,True,False,114.7842618133822,277.2263406113897,349.26082307268007,452.4950413742175,True
112,271808,0001542f-7c670be8-0000017.jpg,0001542f-7c670be8,16,72153.0,car,False,True,False,90.17289459007252,143.2045255358139,392.6635327862322,439.1681937694208,True
113,271809,0001542f-7c670be8-0000018.jpg,0001542f-7c670be8,17,72157.0,car,False,True,True,1238.215460977172,1280.0,331.043019842997,426.6864867988332,True
114,271810,0001542f-7c670be8-0000018.jpg,0001542f-7c670be8,17,72152.0,car,False,True,False,1051.4829778729206,1235.1791604388918,343.18822199611907,416.05943491485135,True
115,271811,0001542f-7c670be8-0000018.jpg,0001542f-7c670be8,17,72158.0,car,False,True,False,810.0970850796198,902.7042514971756,350.7789733418203,409.9868338382904,True
116,271812,0001542f-7c670be8-0000018.jpg,0001542f-7c670be8,17,72159.0,car,False,True,False,503.0037447215362,675.1525774838659,348.6064855390009,431.2409376062539,True
117,271813,0001542f-7c670be8-0000018.jpg,0001542f-7c670be8,17,72155.0,car,False,True,False,334.91605083871946,478.5276073619633,362.9241754949424,445.6951637319736,True
118,271814,0001542f-7c670be8-0000018.jpg,0001542f-7c670be8,17,72156.0,car,False,True,False,276.1915385228269,348.8040793562266,362.4762967094256,416.32379890048605,True
119,271815,0001542f-7c670be8-0000018.jpg,0001542f-7c670be8,17,72154.0,car,False,True,False,149.70171800360808,306.07119572505457,349.26082307268007,452.4950413742175,True
120,271816,0001542f-7c670be8-0000018.jpg,0001542f-7c670be8,17,72153.0,car,False,True,False,112.20141821368816,156.25846546091947,389.4000478049558,438.3523225241017,True
121,271817,0001542f-7c670be8-0000019.jpg,0001542f-7c670be8,18,72152.0,car,False,True,False,1078.8096827174452,1262.5058652834164,343.18822199611907,426.6864867988332,True
122,271818,0001542f-7c670be8-0000019.jpg,0001542f-7c670be8,18,72158.0,car,False,True,False,849.5689920772664,925.4765055342792,350.7789733418203,409.9868338382904,True
123,271819,0001542f-7c670be8-0000019.jpg,0001542f-7c670be8,18,72159.0,car,False,True,False,527.7211350195321,696.3652298621624,349.26082307268007,431.2409376062539,True
124,271820,0001542f-7c670be8-0000019.jpg,0001542f-7c670be8,18,72155.0,car,False,True,False,359.2064551449636,500.5561309855789,361.4060252258022,440.799936260059,True
125,271821,0001542f-7c670be8-0000019.jpg,0001542f-7c670be8,18,72156.0,car,False,True,False,297.40419090112346,366.7532467532468,355.9493267468728,416.32379890048605,True
126,271822,0001542f-7c670be8-0000019.jpg,0001542f-7c670be8,18,72154.0,car,False,True,False,173.9921223098522,316.69824760903634,349.26082307268007,450.9768911050773,True
127,271823,0001542f-7c670be8-0000019.jpg,0001542f-7c670be8,18,72153.0,car,False,True,False,135.86168432794202,180.7346028204924,380.4254641064457,431.0094813162298,True
128,271824,0001542f-7c670be8-0000020.jpg,0001542f-7c670be8,19,72152.0,car,False,True,False,1127.3904913299334,1279.8006768852365,332.56117011213723,426.6864867988332,True
129,271825,0001542f-7c670be8-0000020.jpg,0001542f-7c670be8,19,72158.0,car,False,True,False,882.9682979983521,964.948412531926,350.7789733418203,409.9868338382904,True
130,271826,0001542f-7c670be8-0000020.jpg,0001542f-7c670be8,19,72159.0,car,False,True,False,552.0115393257762,738.7905346187555,349.26082307268007,431.2409376062539,True
131,271827,0001542f-7c670be8-0000020.jpg,0001542f-7c670be8,19,72155.0,car,False,True,False,374.3879578363661,520.9529121185564,355.13345550155367,438.3523225241017,True
132,271828,0001542f-7c670be8-0000020.jpg,0001542f-7c670be8,19,72156.0,car,False,True,False,326.775555732611,389.5694605277687,358.3969404828301,411.5049841074306,True
133,271829,0001542f-7c670be8-0000020.jpg,0001542f-7c670be8,19,72154.0,car,False,True,False,201.31882715437683,334.9160508387194,349.26082307268007,450.9768911050773,True
134,271830,0001542f-7c670be8-0000020.jpg,0001542f-7c670be8,19,72153.0,car,False,True,False,161.15369293283405,205.21074018006536,384.5048203330412,431.0094813162298,True
135,271831,0001542f-7c670be8-0000021.jpg,0001542f-7c670be8,20,72152.0,car,False,True,False,1185.0802015572633,1279.8006768852365,332.56117011213723,426.6864867988332,True
136,271832,0001542f-7c670be8-0000021.jpg,0001542f-7c670be8,20,72158.0,car,False,True,False,914.8494536502976,998.3477184530116,343.18822199611907,403.9142327617293,True
137,271833,0001542f-7c670be8-0000021.jpg,0001542f-7c670be8,20,72159.0,car,False,True,False,577.8200939011605,760.8190582423712,349.26082307268007,431.2409376062539,True
138,271834,0001542f-7c670be8-0000021.jpg,0001542f-7c670be8,20,72155.0,car,False,True,False,407.5468090192017,550.3242769500439,360.0286829734683,438.3523225241017,True
139,271835,0001542f-7c670be8-0000021.jpg,0001542f-7c670be8,20,72156.0,car,False,True,False,346.3564656202693,420.60074894430727,357.581069237511,412.24444267389055,True
140,271836,0001542f-7c670be8-0000021.jpg,0001542f-7c670be8,20,72154.0,car,False,True,False,224.09108119148067,372.86980756722585,349.26082307268007,450.9768911050773,True
141,271837,0001542f-7c670be8-0000021.jpg,0001542f-7c670be8,20,72153.0,car,False,True,False,189.7091865190025,227.23926380368096,384.5048203330412,431.0094813162298,True
142,271838,0001542f-7c670be8-0000022.jpg,0001542f-7c670be8,21,72152.0,car,False,True,False,1232.3421830153748,1280.0,343.188221996119,431.240937606254,True
143,271839,0001542f-7c670be8-0000022.jpg,0001542f-7c670be8,21,72158.0,car,False,True,False,958.875811455365,1040.855925988939,343.18822199611907,403.9142327617293,True
144,271840,0001542f-7c670be8-0000022.jpg,0001542f-7c670be8,21,72159.0,car,False,True,False,604.1717791411044,801.6126205083261,340.1519214578385,431.8253525615489,True
145,271841,0001542f-7c670be8-0000022.jpg,0001542f-7c670be8,21,72155.0,car,False,True,False,441.8134013226038,587.0384829894033,356.85157441838146,435.9047087881444,True
146,271842,0001542f-7c670be8-0000022.jpg,0001542f-7c670be8,21,72156.0,car,False,True,False,383.4968594512076,452.41972751175206,359.88787495666185,408.9809576926141,True
147,271843,0001542f-7c670be8-0000022.jpg,0001542f-7c670be8,21,72154.0,car,False,True,False,251.80679785330943,401.71466268089074,349.26082307268007,441.8679894902357,True
148,271844,0001542f-7c670be8-0000022.jpg,0001542f-7c670be8,21,72153.0,car,False,True,False,216.63293761453272,256.6106286351685,380.4254641064457,426.9301250896343,True
149,271845,0001542f-7c670be8-0000023.jpg,0001542f-7c670be8,22,72158.0,car,False,True,False,1001.384018991292,1089.4367346014271,343.18822199611907,403.9142327617293,True
150,271846,0001542f-7c670be8-0000023.jpg,0001542f-7c670be8,22,72159.0,car,False,True,False,648.5844697484295,848.9803052749434,345.04714892975306,426.9301250896343,True
151,271847,0001542f-7c670be8-0000023.jpg,0001542f-7c670be8,22,72155.0,car,False,True,False,473.0677253304828,623.7526890287627,355.13345550155367,439.1681937694208,True
152,271848,0001542f-7c670be8-0000023.jpg,0001542f-7c670be8,22,72156.0,car,False,True,False,412.44203649111626,480.9752210979205,355.9493267468728,412.24444267389055,True
153,271849,0001542f-7c670be8-0000023.jpg,0001542f-7c670be8,22,72154.0,car,False,True,True,289.37154276451173,429.04136752541535,349.26082307268007,441.8679894902357,True
154,271850,0001542f-7c670be8-0000023.jpg,0001542f-7c670be8,22,72160.0,car,False,True,True,10.03189324270446,66.20345320089396,379.6238284554853,443.386139759376,True
155,271851,0001542f-7c670be8-0000023.jpg,0001542f-7c670be8,22,72153.0,car,False,True,False,253.34714365389212,292.50896342920885,382.0572065970839,429.3777388255916,True
156,271852,0001542f-7c670be8-0000024.jpg,0001542f-7c670be8,23,72158.0,car,False,True,False,1059.073729218622,1139.5356934830556,343.18822199611907,403.9142327617293,True
157,271853,0001542f-7c670be8-0000024.jpg,0001542f-7c670be8,23,72159.0,car,False,True,False,688.6450635483992,892.0771996131937,340.1519214578385,429.7227873371137,True
158,271854,0001542f-7c670be8-0000024.jpg,0001542f-7c670be8,23,72155.0,car,False,True,False,516.0576846466417,660.4668950681221,359.887874956662,436.7205800334635,True
159,271855,0001542f-7c670be8-0000024.jpg,0001542f-7c670be8,23,72156.0,car,False,True,False,452.41972751175206,520.1303836738308,357.581069237511,411.5049841074306,True
160,271856,0001542f-7c670be8-0000024.jpg,0001542f-7c670be8,23,72154.0,car,False,True,True,331.8797503004389,465.4769739847815,349.26082307268007,450.9768911050773,True
161,271857,0001542f-7c670be8-0000024.jpg,0001542f-7c670be8,23,72160.0,car,False,True,True,0.0,101.12090939111988,379.6238284554853,455.5313419124981,True
162,271858,0001542f-7c670be8-0000024.jpg,0001542f-7c670be8,23,72153.0,car,False,True,False,292.50896342920885,331.67078320452555,385.3206915783603,428.5618675802725,True
163,271859,0001542f-7c670be8-0000025.jpg,0001542f-7c670be8,24,72158.0,car,False,False,False,1136.499392944775,1215.4432069400684,343.18822199611907,403.9142327617293,True
164,271860,0001542f-7c670be8-0000025.jpg,0001542f-7c670be8,24,72159.0,car,False,True,False,747.8529240448693,963.4302622627856,340.1519214578385,429.7227873371137,True
